"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOPVPHJLLMCDEKNHF00601162";3;2023;57;1;74;352000;176000;1;52;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;2;2;2;0;2;2;"";2;2;"";1;1;1;1;"";1;1;1;2;2;2;2;1;2;98;0;0;0;45
"TQRMNORSYHKLLQCDELIJB00656737";3;2023;62;1;90;473000;157666,67;1;208;3;2;2;0;1;2;1;2;0;2;0;6;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;2;1;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;199
"TQRMNOPXQHKKMLCDEKKGD00657577";3;2023;54;1;62;150000;150000;1;105;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;97
"TQRMNOPXWHKKMLCDEKKGD00657578";3;2023;54;1;62;210000;105000;1;103;4;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";5;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;95
"TQRMNOQPQHKKKRCDEKIFF00653606";3;2023;52;1;54;240000;120000;1;390;3;1;2;0;1;2;2;2;0;2;0;1;"";3;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;3;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;329
"TQRMNOPWWHKOKSCDEKNHF00656808";3;2023;57;1;74;151000;37750;1;357;2;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;3;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;1;3;0;0;330
"TQRMNORTUHKLLQCDELIJB00656555";3;2023;62;1;90;150000;150000;1;201;3;1;2;0;1;1;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";3;2;"";4;2;1;1;"";1;1;1;3;2;2;2;1;0;98;0;0;0;214
"TQRMNOTYQHKMMRCDEJIBF00654032";3;2023;42;1;14;417000;208500;1;251;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;230
"TQRMNOTYRHKMMRCDEJIBF00654033";3;2023;42;1;14;100000;50000;1;275;3;1;2;0;1;1;2;2;0;2;0;8;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;247
"TQRMNOTYSHKMMRCDEJIBF00654111";3;2023;42;1;14;475000;237500;1;254;4;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;230
"TQRMNOQWTHKOLMCDEKIFF00653663";3;2023;52;1;54;264700;33087,5;1;212;4;3;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;1;1;1;2;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;8;2;6;1;"";4;1;"";4;1;1;1;"";1;1;1;3;2;2;2;1;0;2;3;0;0;276
"TQRMNORYYHKMLNCDEKLGH00654825";3;2023;55;1;66;255000;42500;1;200;5;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;1;2;2;2;1;2;2;2;2;2;1;2;2;2;2;1;1;2;2;2;6;1;5;1;"";5;2;"";4;2;1;1;"";1;2;1;1;2;2;2;3;0;1;0;0;0;198
"TQRMNOPPYHKOKQCDEJMDB00658318";3;2023;46;1;30;90000;90000;1;283;2;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;2;"";4;1;1;1;"";1;1;1;3;2;2;2;1;0;98;0;0;0;280
"TQRMNOQTWHKOKQCDEJMDB00658297";3;2023;46;1;30;0;0;1;0;2;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;509
"TQRMNOPXYHKKMLCDEKKGD00657674";3;2023;54;1;62;150000;150000;1;105;3;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;98
"TQRMNOPXWHKLKUCDELHIH00658892";3;2023;61;1;86;49500;49500;1;381;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;2;"";5;2;2;1;"";1;2;2;3;2;2;2;98;0;98;0;0;0;381
"TQRMNOPXXHKLKUCDELHIH00658939";3;2023;61;1;86;106000;15142,86;1;296;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;2;2;2;2;2;1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;7;4;3;1;"";2;2;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;97;0;0;0;284
"TQRMNOSXTHKLKUCDELHIH00658942";3;2023;61;1;86;208400;69466,67;1;312;3;1;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";1;1;"";1;1;1;1;"";1;1;1;3;2;2;2;1;2;98;0;0;0;314
"TQRMNOQXRHKLKUCDELHIH00658893";3;2023;61;1;86;51000;25500;1;236;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;2;"";4;2;2;1;"";1;2;2;3;2;2;2;1;0;98;0;0;0;235
"TQRMNORYXHKLKUCDELHIH00658941";3;2023;61;1;86;277000;138500;1;373;5;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";5;1;"";1;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;370
"TQRMNORYWHKLKUCDELHIH00658894";3;2023;61;1;86;190000;95000;1;337;5;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;2;2;2;2;0;2;1;"";5;1;"";1;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;334
"TQRMNOSTWHKLKUCDELHIH00658895";3;2023;61;1;86;322400;40300;1;264;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;8;2;6;1;"";3;2;"";4;2;2;1;"";1;2;2;2;2;2;2;2;5;3;6;0;0;259
"TQRMNOSQTHKMLSCDEKNHF00656811";3;2023;57;1;74;0;0;1;0;3;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;3;98;0;0;0;236
"TQRMNORRUHKLLOCDEKIFF00653686";3;2023;52;1;54;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;390
"TQRMNOTRRHKMLNCDELGID00655840";3;2023;60;1;82;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;9;"PROPIETARIO SIN PAPELES. ESTAFADO";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;0;2;2;"";3;1;"";1;1;1;1;"";1;1;1;1;2;1;2;2;0;98;0;0;0;1952
"TQRMNOQSTHKNKOCDELIJB00656600";3;2023;62;1;90;153000;51000;1;403;2;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;3;98;0;0;0;379
"TQRMNOPWRHKLMLCDEKIFF00653778";3;2023;52;1;54;750000;187500;1;556;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;97;0;0;0;364
"TQRMNORRRHKLMLCDEKIFF00653617";3;2023;52;1;54;178000;29666,67;1;393;5;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;"";5;1;"";4;1;1;1;"";1;1;1;3;2;2;2;2;0;98;0;0;0;329
"TQRMNORWXHKOKRCDELGID00655703";3;2023;60;1;82;314800;104933,33;1;687;3;3;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;298
"TQRMNOWQRHKOKRCDELGID00655777";3;2023;60;1;82;384000;128000;1;796;3;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";2;2;"";1;1;1;1;"";1;1;1;1;1;2;2;2;0;98;0;0;0;330
"TQRMNOQSXHKLLSCDEKIFF00653730";3;2023;52;1;54;0;0;1;220;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;2;1;3;2;2;2;2;0;98;0;0;0;244
"TQRMNOQTQHKLLSCDEKIFF00653669";3;2023;52;1;54;15000;15000;1;151;2;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;2;"";4;1;1;1;"";1;1;2;1;2;2;2;1;0;98;0;0;0;161
"TQSMNOQSRHKOKQCDEKHFB00657335";3;2023;51;1;50;200000;66666,67;1;337;2;2;2;0;1;1;2;2;0;2;0;2;"";1;"";4;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;1;2;1;"";2;1;"";1;2;1;1;"";2;0;0;0;2;2;2;1;0;2;0;0;0;233
"TQRMNOQRYHKLLOCDEKNHF00656875";3;2023;57;1;74;0;0;1;0;3;2;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;3;0;0;0;88
"TQRMNOQSTHKLLOCDEKNHF00657018";3;2023;57;1;74;240000;120000;1;88;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;88
"TQRMNOSQSHKLLOCDEKNHF00656876";3;2023;57;1;74;59000;59000;1;155;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;135
"TQRMNORVYHKNKPCDEKNHF00656820";3;2023;57;1;74;150000;150000;1;73;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;70
"TQRMNORVXHKNKPCDEKNHF00656900";3;2023;57;1;74;231000;46200;1;43;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;5;2;3;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;41
"TQRMNORRTHKMMQCDEJIBF00654187";3;2023;42;1;14;28000;14000;1;1841;1;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;1;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;2;"";1;1;"";2;1;1;1;"";1;1;1;3;2;2;2;1;0;98;0;0;0;1730
"TQRMNOPTQHKMMQCDEJIBF00653915";3;2023;42;1;14;94000;31333,33;1;2941;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;2;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;2534
"TQRMNOPSTHKMMQCDEJIBF00653914";3;2023;42;1;14;200000;100000;1;2588;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;2;98;0;0;0;2546
"TQRMNOPRQHKNKPCDELHIH00658913";3;2023;61;1;86;348500;69700;1;142;2;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;"";2;1;"";2;1;1;2;"";1;1;1;2;2;2;2;2;0;4;0;0;0;143
"TQRMNOSPWHKNKPCDEKNHF00656982";3;2023;57;1;74;505000;84166,67;1;46;3;3;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;4;0;0;45
"TQRMNORUVHKLLNCDEJODJ00655267";3;2023;48;1;38;475200;95040;1;453;4;3;2;0;1;2;1;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;5;0;5;1;"";4;2;"";4;2;1;1;"";1;2;1;1;2;2;2;6;0;98;0;0;0;467
"TQRMNOQVRHKMLRCDEKNHF00656951";3;2023;57;1;74;565000;188333,33;1;34;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;3;2;0;0;0;28
"TQRMNOPVRHKNLMCDEJIBF00654054";3;2023;42;1;14;0;0;1;0;4;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;322
"TQRMNOPVSHKNLMCDEJIBF00653979";3;2023;42;1;14;0;0;1;0;1;1;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";1;2;"";2;2;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;281
"TQRMNOQWSHKMLRCDEKNHF00656968";3;2023;57;1;74;230400;38400;1;41;2;2;2;0;1;1;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;6;1;5;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;4;0;0;0;35
"TQSMNOQWSHKMLRCDEKNHF00656955";3;2023;57;1;74;186000;46500;1;38;2;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;4;1;3;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;36
"TQRMNOPVUHKNLMCDEJIBF00654055";3;2023;42;1;14;140000;140000;1;527;2;1;2;0;1;1;2;2;0;2;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;97;0;98;0;0;0;471
"TQRMNORRQHKNLMCDEJIBF00653994";3;2023;42;1;14;390000;130000;1;363;3;1;2;0;1;2;1;2;0;2;0;4;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;2;97;0;0;0;290
"TQRMNOPSTHKMLRCDEKNHF00656948";3;2023;57;1;74;104800;104800;1;50;3;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;47
"TQRMNOPSUHKMLRCDEKNHF00656840";3;2023;57;1;74;306000;153000;1;52;3;2;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;47
"TQRMNOPQYHKNKPCDELHIH00658912";3;2023;61;1;86;283000;70750;1;134;4;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";2;1;1;2;"";1;1;1;2;2;2;2;2;0;98;0;0;0;137
"TQRMNOSSPHKNLMCDEJIBF00654182";3;2023;42;1;14;350000;116666,67;1;288;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;290
"TQRMNOQWRHKMLRCDEKNHF00656952";3;2023;57;1;74;720000;180000;1;46;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;49
"TQRMNOPRRHKNKPCDELHIH00659061";3;2023;61;1;86;65000;65000;1;178;2;1;2;0;1;1;2;2;0;2;0;6;"";2;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;2;2;"";1;1;2;2;2;2;2;97;0;98;0;0;0;182
"TQRMNOSUQHKNLMCDEJIBF00653996";3;2023;42;1;14;260000;86666,67;1;336;2;2;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";2;1;"";2;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;290
"TQRMNORVVHKNKPCDELHIH00658863";3;2023;61;1;86;188000;62666,67;1;125;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;1;"";3;1;"";2;1;1;2;"";1;1;1;1;1;2;2;4;0;98;0;0;0;124
"TQRMNOQSUHKOKQCDEKHFB00657338";3;2023;51;1;50;214000;71333,33;1;200;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;1;2;1;2;1;1;1;2;2;2;3;0;3;2;"";2;1;"";1;2;2;1;"";1;2;1;2;2;2;2;2;0;98;0;0;0;146
"TQRMNOTSSHKOKQCDEKHFB00657400";3;2023;51;1;50;600000;120000;1;347;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;1;4;1;"";3;1;"";5;2;1;1;"";1;1;1;3;2;1;2;2;0;1;0;0;0;199
"TQRMNOTSTHKOKQCDEKHFB00657339";3;2023;51;1;50;128000;18285,71;1;502;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;7;1;6;1;"";4;1;"";1;1;1;1;"";1;1;1;1;2;1;2;4;0;9;0;0;0;212
"TQRMNOPVSHKLLNCDEJODJ00655266";3;2023;48;1;38;240600;80200;1;569;6;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";6;1;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;594
"TQRMNOPVTHKLLNCDEJODJ00655447";3;2023;48;1;38;150000;75000;1;407;6;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";6;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;406
"TQRMNORQTHKKLPCDEJGAH00654634";3;2023;40;1;6;0;0;1;0;3;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";3;1;"";3;1;1;1;"";1;1;1;1;2;2;2;2;0;3;4;0;0;537
"TQRMNOSVWHKOLPCDEKIFF00653811";3;2023;52;1;54;129000;64500;1;402;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;277
"TQRMNOSVUHKOLPCDEKIFF00653810";3;2023;52;1;54;0;0;1;0;4;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;1;2;2;"";4;1;"";9;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;331
"TQRMNOPSXHKOLPCDEKIFF00653796";3;2023;52;1;54;155000;155000;1;361;5;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;2;"";5;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;242
"TQRMNOSVVHKOLPCDEKIFF00653797";3;2023;52;1;54;190000;63333,33;1;595;5;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;2;"";5;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;310
"TQRMNOQTRHKLLSCDEKIFF00653626";3;2023;52;1;54;0;0;1;0;5;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;300
"TQRMNORXYHKLLSCDEKIFF00653732";3;2023;52;1;54;123800;61900;1;374;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;3;"";4;1;1;1;"";1;1;1;2;2;2;2;1;2;98;0;0;0;300
"TQRMNOQTSHKLLSCDEKIFF00653731";3;2023;52;1;54;80000;40000;1;314;3;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;3;"";4;2;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;244
"TQRMNORPSHKMLPCDELGID00655783";3;2023;60;1;82;280000;140000;1;565;4;1;1;1;1;2;2;2;0;2;0;4;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;2;"";1;1;1;1;2;2;2;2;0;98;0;0;0;314
"TQRMNORVWHKNKPCDELHIH00658915";3;2023;61;1;86;148000;49333,33;1;140;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;139
"TQRMNOTXWHKNKPCDELHIH00658917";3;2023;61;1;86;240000;48000;1;134;4;1;2;0;1;2;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;5;1;4;1;"";4;1;"";4;1;1;2;"";1;1;1;2;2;2;2;2;0;3;0;0;0;136
"TQSMNOTXWHKNKPCDELHIH00658916";3;2023;61;1;86;70000;70000;1;178;2;1;2;0;2;2;2;0;0;0;0;2;"";2;"";1;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";2;1;1;2;"";1;1;1;2;2;2;2;97;0;98;0;0;0;182
