"CODUSU";"TRIM";"ANO4";"AGLOMERADO";"NRO_HOGAR";"PROVINCIA";"ITF";"IPCF";"REALIZADA";"PONDIH";"II1";"II2";"II3";"II3_1";"II4_1";"II4_2";"II4_3";"II5";"II5_1";"II6";"II6_1";"II7";"II7_ESP";"II8";"II8_ESP";"II9";"V1";"V2";"V21";"V22";"V3";"V4";"V5";"V6";"V7";"V8";"V9";"V10";"V11";"V12";"V13";"V14";"V15";"V16";"V17";"V18";"V19_A";"V19_B";"IX_TOT";"IX_MEN10";"IX_MAYEQ10";"IV1";"IV1_ESP";"IV2";"IV3";"IV3_ESP";"IV4";"IV5";"IV6";"IV7";"IV7_ESP";"IV8";"IV9";"IV10";"IV11";"IV12_1";"IV12_2";"IV12_3";"VII1_1";"VII1_2";"VII2_1";"VII2_2";"VII2_3";"VII2_4";"PONDERA"
"TQRMNOTSTHKLMNCDEJIBF00654183";3;2023;42;1;14;600000;600000;1;148;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;0;1;2;"";2;1;"";9;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;136
"TQRMNOPXWHKMNPCDEKKGD00657921";3;2023;54;1;62;174000;19333,33;1;307;3;3;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;9;1;8;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;3;98;0;0;0;307
"TQRMNOPYYHKOLQCDEKKGD00657561";3;2023;54;1;62;395000;98750;1;193;5;4;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";5;1;"";5;1;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;180
"TQRMNORRPHKMNPCDEKKGD00657923";3;2023;54;1;62;270000;38571,43;1;345;4;4;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;7;2;5;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;348
"TQRMNORRVHKMNPCDEKKGD00657542";3;2023;54;1;62;190000;63333,33;1;175;3;3;2;0;2;2;2;0;0;0;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;160
"TQRMNOQPQHKOLQCDEKKGD00657648";3;2023;54;1;62;200000;200000;1;141;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;128
"TQRMNOTPSHKOLOCDEKKGD00657869";3;2023;54;1;62;120000;120000;1;220;3;1;1;1;1;2;2;1;1;1;1;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;1;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;197
"TQRMNOQXWHKLLMCDEKHFB00657287";3;2023;51;1;50;345000;172500;1;906;2;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;2;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;911
"TQRMNOSPRHKMLOCDEKHFB00657222";3;2023;51;1;50;88950;22237,5;1;1097;2;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;1016
"TQRMNOPVSHKMLRCDELGID00655738";3;2023;60;1;82;334000;83500;1;723;4;3;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;4;0;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;3;0;0;238
"TQRMNOPRTHKLMQCDEJIBF00654127";3;2023;42;1;14;280000;280000;1;623;3;1;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;581
"TQRMNOPRWHKLMQCDEJIBF00654082";3;2023;42;1;14;270000;90000;1;394;3;2;1;1;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;354
"TQRMNORQPHKLMQCDEJIBF00654129";3;2023;42;1;14;260000;260000;1;473;1;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";1;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;452
"TQRMNOSXVHKOLNCDEKIFF00653775";3;2023;52;1;54;206000;41200;1;397;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;1;"";3;2;"";4;2;2;1;"";1;2;3;4;2;2;2;2;0;1;3;0;0;285
"TQRMNOQSSHKMKSCDEKIFF00653632";3;2023;52;1;54;0;0;1;0;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;1;2;2;2;2;3;1;2;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;416
"TQRMNOQXYHKNLPCDEKKGD00657639";3;2023;54;1;62;187500;93750;1;322;3;2;2;0;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;307
"TQRMNOPWPHKNLPCDEKKGD00657635";3;2023;54;1;62;0;0;1;0;5;1;2;0;1;1;1;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;112
"TQRMNOPWRHKNLPCDEKKGD00657636";3;2023;54;1;62;370000;92500;1;385;4;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;4;1;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;362
"TQRMNOTPTHKMLMCDEJKCD00658482";3;2023;44;1;22;150000;150000;1;442;3;1;2;0;2;2;2;0;0;0;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;438
"TQRMNORWTHKMLMCDEJKCD00658481";3;2023;44;1;22;150000;75000;1;293;2;1;2;0;2;2;2;0;0;0;0;6;"";2;"";1;2;2;2;2;2;2;2;1;2;2;2;2;1;2;2;2;1;2;2;2;2;2;2;1;1;1;"";2;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;356
"TQRMNORWSHKMLMCDEJKCD00658613";3;2023;44;1;22;168000;33600;1;191;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;1;2;1;2;2;2;2;2;1;2;2;1;2;2;2;2;5;1;4;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;5;0;1;3;2;0;153
"TQRMNORWRHKMLMCDEJKCD00658612";3;2023;44;1;22;178000;89000;1;217;3;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;1;0;0;0;182
"TQRMNORWQHKMLMCDEJKCD00658484";3;2023;44;1;22;153000;76500;1;241;3;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;1;2;2;2;2;1;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;223
"TQRMNOQPXHKMLMCDEJKCD00658533";3;2023;44;2;22;830000;415000;1;204;2;1;2;0;1;1;2;2;0;2;0;2;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;182
"TQRMNOQPXHKMLMCDEJKCD00658533";3;2023;44;1;22;102000;102000;1;133;3;2;2;0;1;2;1;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";2;1;1;1;"";1;1;1;2;2;2;2;1;0;97;0;0;0;142
"TQRMNOQPYHKMLMCDEJKCD00658534";3;2023;44;1;22;166000;55333,33;1;338;4;1;1;1;2;2;2;0;0;0;0;8;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;1;2;1;2;98;0;0;0;315
"TQRMNOSVYHKOLOCDEKIFF00653760";3;2023;52;1;54;204000;102000;1;282;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;202
"TQRMNOSWQHKOLOCDEKIFF00653793";3;2023;52;1;54;87000;43500;1;337;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";4;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";2;0;0;0;2;2;2;1;0;98;0;0;0;202
"TQRMNOPWSHKNLPCDEKKGD00657536";3;2023;54;1;62;0;0;1;0;5;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;5;0;5;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;184
"TQRMNOPPXHKOLOCDEKIFF00653789";3;2023;52;1;54;116900;58450;1;312;2;1;2;0;1;2;2;2;0;2;0;2;"";2;"";3;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;2;2;1;2;2;2;2;2;1;1;2;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;294
"TQRMNOQTWHKOLOCDEKIFF00653759";3;2023;52;1;54;254000;63500;1;639;5;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;3;4;0;0;288
"TQRMNOQTXHKOLOCDEKIFF00653791";3;2023;52;1;54;244900;48980;1;496;3;1;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;2;3;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;1;0;0;0;296
"TQRMNOTQYHKOLOCDEKIFF00653761";3;2023;52;1;54;334300;66860;1;326;3;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;267
"TQRMNOQTYHKOLOCDEKIFF00653792";3;2023;52;1;54;210000;70000;1;496;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;1;2;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;313
"TQRMNORQRHKLMMCDEKIFF00653816";3;2023;52;1;54;0;0;1;0;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;97;0;0;0;208
"TQRMNOPRUHKNKSCDEKLGH00654916";3;2023;55;1;66;132000;22000;1;329;3;2;2;0;2;2;2;0;0;0;0;2;"";3;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;6;3;3;1;"";3;3;"";4;2;3;1;"";1;2;3;4;2;2;2;2;0;98;0;0;0;326
"TQRMNOPUVHKLMRCDEJMDB00658373";3;2023;46;1;30;135000;135000;1;359;3;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;1;0;1;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;96;0;98;0;0;0;329
"TQRMNOQUVHKLMRCDEJMDB00658200";3;2023;46;1;30;0;0;1;0;3;3;2;0;1;2;2;2;0;1;1;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;0;4;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;320
"TQRMNOPXQHKMOOCDEJGAH00654735";3;2023;40;1;6;80000;26666,67;1;5621;2;2;2;0;1;2;1;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;3;1;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;6268
"TQRMNOQUWHKLMRCDEJMDB00658422";3;2023;46;1;30;207000;103500;1;454;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;97;0;97;0;0;0;376
"TQRMNOQUXHKLMRCDEJMDB00658378";3;2023;46;1;30;166000;55333,33;1;711;4;2;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;3;0;0;0;701
"TQRMNOSUVHKMKTCDEKIFF00653821";3;2023;52;1;54;450000;90000;1;513;4;3;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;5;0;5;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;3;4;0;0;349
"TQRMNOPTPHKMKTCDEKIFF00653818";3;2023;52;1;54;450000;150000;1;554;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;1;0;0;0;357
"TQRMNOSRPHKMKTCDEKIFF00653771";3;2023;52;1;54;0;0;1;0;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;96;0;2;0;0;0;357
"TQRMNOQUYHKLMRCDEJMDB00658201";3;2023;46;1;30;300000;150000;1;311;4;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;97;0;0;0;274
"TQRMNOSQWHKMKTCDEKIFF00653770";3;2023;52;1;54;451000;90200;1;497;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;1;4;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;3;0;0;0;336
"TQRMNOSTUHKMNOCDEJGAH00654731";3;2023;40;1;6;70000;23333,33;1;3988;3;3;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;2580
"TQRMNOSQXHKMKTCDEKIFF00653820";3;2023;52;1;54;0;0;1;0;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;4;0;4;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;323
"TQRMNOPTQHKMKTCDEKIFF00653769";3;2023;52;1;54;0;0;1;0;3;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;1;0;0;0;271
"TQRMNOPSYHKMKTCDEKIFF00653768";3;2023;52;1;54;186000;93000;1;484;3;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;1;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;0;2;1;"";3;1;"";4;1;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;271
"TQRMNOQUXHKKKTCDEJMDB00658365";3;2023;46;1;30;670000;335000;1;724;2;1;2;0;1;1;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;2;0;0;0;540
"TQRMNOPYPHKNKUCDEJODJ00655467";3;2023;48;2;38;114000;57000;1;84;3;1;2;0;2;2;2;0;0;0;0;1;"";2;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;1;0;0;0;80
"TQRMNOSPVHKLLLCDEJODJ00655415";3;2023;48;1;38;474000;79000;1;137;6;3;2;0;1;1;1;2;0;2;0;1;"";1;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;6;1;5;1;"";6;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;5;98;0;0;0;135
"TQRMNOQSRHKLLLCDEJODJ00655413";3;2023;48;1;38;430000;143333,33;1;76;5;2;1;1;1;1;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;2;2;2;2;3;0;3;1;"";5;1;"";5;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;76
"TQRMNOPRPHKMNTCDEJIBF00654048";3;2023;42;1;14;321000;160500;1;417;3;2;2;0;1;2;1;2;0;2;0;1;"";1;"";1;1;1;2;1;2;2;2;2;1;2;2;2;2;2;2;1;2;1;1;2;2;2;2;0;2;1;"";3;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;429
"TQRMNOQSSHKLLLCDEJODJ00655229";3;2023;48;1;38;370000;52857,14;1;199;5;4;1;1;1;1;2;2;0;2;0;1;"";2;"";1;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;7;3;4;1;"";5;1;"";2;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;177
"TQRMNOPQXHKMNTCDEJIBF00654069";3;2023;42;1;14;289000;36125;1;269;2;2;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;1;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;8;3;5;1;"";2;1;"";3;2;1;1;"";1;1;1;1;2;2;2;2;0;3;0;0;0;253
"TQRMNOQSTHKLLLCDEJODJ00655230";3;2023;48;2;38;130000;21666,67;1;236;2;2;2;0;1;2;2;2;0;2;0;6;"";2;"";1;1;2;2;2;2;2;1;1;2;2;2;2;2;2;1;1;2;2;2;2;2;2;6;3;3;1;"";5;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;228
"TQRMNOQSTHKLLLCDEJODJ00655230";3;2023;48;1;38;128000;32000;1;109;3;2;1;1;1;1;2;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;1;2;2;2;2;2;1;2;1;1;2;1;2;2;2;2;4;0;4;1;"";5;2;"";4;2;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;110
"TQRMNOPSWHKKLNCDEJJBJ00655202";3;2023;43;1;18;575000;191666,67;1;594;3;1;2;0;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;"";3;1;"";4;1;1;1;"";1;1;1;1;2;2;2;96;0;98;0;0;0;534
"TQRMNOQSXHKLMMCDEJJBJ00655059";3;2023;43;1;18;330000;165000;1;26;3;2;2;0;1;1;1;2;0;2;0;1;"";2;"";1;2;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";3;1;"";5;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;24
"TQRMNOQRSHKOKRCDEJKCD00658591";3;2023;44;1;22;670000;223333,33;1;271;4;3;2;0;2;2;1;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;1;1;2;2;2;2;3;0;3;1;"";4;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;3;4;0;0;214
"TQRMNOQRSHKLMUCDEKKGD00657573";3;2023;54;1;62;370000;74000;1;99;5;3;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;5;0;5;1;"";5;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;4;0;0;0;88
"TQRMNOUPUHKMKUCDELHIH00658969";3;2023;61;1;86;90000;90000;1;170;2;1;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;1;0;1;1;"";2;2;"";4;2;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;170
"TQRMNOQYRHKKLUCDEKKGD00657911";3;2023;54;2;62;150000;150000;1;151;2;1;2;0;1;2;2;2;0;2;0;1;"";1;"";1;2;1;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;96;0;98;0;0;0;142
"TQRMNORTQHKMKQCDELIJB00656650";3;2023;62;2;90;336000;112000;1;242;3;2;1;1;1;1;1;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;2;1;1;2;2;2;3;0;3;1;"";3;2;"";4;1;1;1;"";1;1;1;1;2;1;2;3;2;1;0;0;0;224
"TQRMNORVQHKLMQCDEKKGD00657866";3;2023;54;1;62;270000;135000;1;738;2;1;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;682
"TQRMNOQVRHKLLOCDELIJB00656662";3;2023;62;1;90;175000;58333,33;1;217;4;3;2;0;1;2;2;2;0;2;0;1;"";2;"";1;1;1;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;1;2;2;2;2;3;1;2;1;"";4;1;"";4;1;1;1;"";1;1;1;2;2;2;2;2;0;98;0;0;0;208
"TQRMNOPYQHKLLUCDEJLCH00656258";3;2023;45;1;26;150000;150000;1;101;2;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;0;1;1;"";2;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;99
"TQRMNOTRRHKLMQCDEKKGD00657868";3;2023;54;1;62;505000;168333,33;1;945;2;2;2;0;2;2;2;0;0;0;0;1;"";1;"";1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;0;3;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;864
"TQRMNOQXQHKLMOCDEJMDB00658370";3;2023;46;1;30;90000;22500;1;691;5;2;1;2;1;1;2;2;0;2;0;1;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;2;2;4;1;3;1;"";5;1;"";4;1;1;1;"";1;1;1;1;2;2;2;2;0;98;0;0;0;602
"TQRMNOQRVHKLMUCDEKKGD00657669";3;2023;54;1;62;330000;330000;1;133;4;1;2;0;1;1;2;2;0;2;0;1;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;0;1;1;"";4;1;"";5;1;1;1;"";1;1;1;2;2;2;2;1;0;98;0;0;0;121
"TQRMNOSSTHKLLNCDEKJFJ00655633";3;2023;53;1;58;340000;85000;1;557;1;1;2;0;1;2;2;2;0;2;0;3;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;2;2;2;4;1;3;1;"";1;1;"";4;1;1;1;"";1;1;1;1;2;2;2;1;0;98;0;0;0;332
"TQRMNOPYSHKLMQCDEKKGD00657705";3;2023;54;1;62;270000;135000;1;727;2;1;2;0;2;2;2;0;0;0;0;4;"";1;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;0;2;1;"";2;1;"";1;1;1;1;"";1;1;1;1;2;2;2;1;2;98;0;0;0;682
"TQRMNORUQHKKKTCDEJODJ00655412";3;2023;48;1;38;80000;40000;1;89;3;2;2;0;1;2;2;2;0;2;0;3;"";2;"";1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;2;1;1;2;2;2;2;0;2;1;"";3;2;"";4;2;1;1;"";1;1;1;2;2;2;2;1;0;2;0;0;0;87
"TQRMNOQPRHKKKTCDEJODJ00655411";3;2023;48;1;38;619000;103166,67;1;220;5;4;2;0;1;1;1;2;0;2;0;1;"";2;"";1;1;1;2;1;2;1;2;2;2;2;2;2;2;2;1;2;2;2;2;2;2;2;6;1;5;1;"";5;1;"";4;2;1;1;"";1;2;2;3;2;2;2;2;0;5;0;0;0;204
